                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.7464,                 1.4117,                 1.2651,                0.78576,                0.58964,                0.65954,                0.27841,                 1.9715,                 1.4012,                 1.3695,              0.0094555,              0.0094555,              0.0094555
                     13,                 1.7082,                 1.4076,                 1.2545,                0.72831,                0.49939,                0.57855,                0.24764,                 2.0722,                 1.7881,                 1.4334,               0.009406,               0.009406,               0.009406
                     14,                 1.7372,                 1.3558,                 1.2794,                0.71257,                0.64657,                0.70137,                 0.3304,                 1.8725,                 1.3754,                 1.2989,              0.0093565,              0.0093565,              0.0093565
                     15,                 1.6833,                 1.3578,                 1.2294,                0.75385,                0.64367,                0.71529,                0.33233,                 1.8411,                 1.2993,                 1.2824,               0.009307,               0.009307,               0.009307
                     16,                 1.6762,                 1.2553,                 1.2226,                  0.797,                0.65305,                0.74508,                0.35844,                 1.8228,                 1.2485,                  1.282,              0.0092575,              0.0092575,              0.0092575
                     17,                   1.66,                 1.2555,                 1.2195,                0.82824,                0.68443,                0.74941,                0.31306,                 1.9657,                 1.2236,                 1.3424,               0.009208,               0.009208,               0.009208
                     18,                 1.6432,                 1.2334,                  1.218,                  0.817,                0.67931,                0.73199,                0.34286,                 1.8005,                  1.288,                 1.2661,              0.0091585,              0.0091585,              0.0091585
                     19,                 1.6581,                 1.2323,                  1.225,                0.88569,                0.67603,                0.78245,                0.35888,                 1.7893,                 1.1339,                 1.2629,               0.009109,               0.009109,               0.009109
                     20,                 1.6212,                 1.1526,                 1.1852,                0.84119,                0.67733,                0.73663,                0.32088,                 1.8796,                 1.1662,                 1.2902,              0.0090595,              0.0090595,              0.0090595
                     21,                  1.609,                 1.1422,                 1.2055,                0.81379,                0.68159,                  0.752,                0.35956,                 1.8188,                 1.1559,                 1.2692,                0.00901,                0.00901,                0.00901
                     22,                 1.5959,                 1.0847,                 1.2094,                0.84397,                0.64762,                  0.747,                0.29874,                 2.0523,                  1.129,                 1.3825,              0.0089605,              0.0089605,              0.0089605
                     23,                 1.6105,                 1.0672,                 1.2114,                0.82183,                0.69635,                0.76895,                0.36185,                 1.7761,                 1.0975,                 1.2612,               0.008911,               0.008911,               0.008911
                     24,                 1.6178,                 1.1072,                 1.1916,                 0.8404,                0.70146,                0.77761,                0.36315,                 1.8057,                 1.1622,                  1.258,              0.0088615,              0.0088615,              0.0088615
                     25,                 1.5886,                 1.0787,                 1.1854,                0.71786,                0.72033,                0.70926,                0.31104,                 1.9349,                 1.3406,                 1.3021,               0.008812,               0.008812,               0.008812
                     26,                 1.5914,                 1.0547,                 1.2081,                0.81555,                0.72024,                0.79065,                 0.3698,                 1.7823,                 1.0829,                 1.2529,              0.0087625,              0.0087625,              0.0087625
                     27,                 1.5794,                 1.0486,                 1.1566,                0.85793,                0.65472,                0.76278,                0.36509,                 1.9118,                 1.1823,                 1.2908,               0.008713,               0.008713,               0.008713
                     28,                 1.5845,                 1.0889,                 1.1937,                 0.8122,                0.67492,                0.73145,                0.31792,                 1.9648,                  1.203,                 1.3376,              0.0086635,              0.0086635,              0.0086635
                     29,                 1.5769,                 1.0379,                  1.171,                0.85013,                0.70071,                0.75755,                0.33308,                 1.9283,                 1.0788,                 1.3261,               0.008614,               0.008614,               0.008614
                     30,                 1.5534,                 1.0474,                 1.1634,                0.84356,                0.67453,                0.75386,                0.36471,                 1.7858,                 1.0893,                  1.259,              0.0085645,              0.0085645,              0.0085645
                     31,                 1.5402,                0.97985,                 1.1624,                0.83261,                0.69057,                0.77268,                0.36552,                 1.8524,                 1.1239,                 1.2932,               0.008515,               0.008515,               0.008515
                     32,                 1.5423,                0.99098,                 1.1539,                0.84088,                0.69762,                0.75782,                0.35337,                 1.9113,                 1.0698,                 1.3094,              0.0084655,              0.0084655,              0.0084655
                     33,                 1.5371,                 0.9807,                 1.1832,                0.82724,                0.70358,                0.77703,                0.36003,                 1.8374,                 1.1112,                 1.2898,               0.008416,               0.008416,               0.008416
                     34,                 1.5395,                0.97323,                 1.1563,                 0.7644,                0.70781,                0.74094,                0.27831,                 2.1372,                 1.1529,                 1.4451,              0.0083665,              0.0083665,              0.0083665
                     35,                 1.5348,                0.94162,                 1.1607,                0.77471,                0.74648,                0.75274,                0.32419,                 1.9945,                 1.0642,                 1.3396,               0.008317,               0.008317,               0.008317
                     36,                 1.5003,                0.95226,                 1.1417,                0.87794,                0.71474,                0.78959,                0.35258,                 1.9073,                 1.0801,                 1.3172,              0.0082675,              0.0082675,              0.0082675
                     37,                 1.4943,                0.90068,                 1.1533,                0.82447,                0.72621,                0.78522,                0.35284,                 1.9087,                 1.0548,                 1.3083,               0.008218,               0.008218,               0.008218
                     38,                 1.5177,                0.91408,                  1.173,                0.84441,                0.74367,                0.79407,                0.37618,                 1.8031,                 0.9707,                 1.2498,              0.0081685,              0.0081685,              0.0081685
                     39,                 1.4875,                0.90638,                 1.1461,                0.89508,                0.73181,                0.80087,                0.38768,                 1.8441,                 1.0122,                  1.286,               0.008119,               0.008119,               0.008119
                     40,                  1.508,                 0.9055,                  1.161,                0.76589,                0.71907,                0.74532,                0.31612,                 2.0922,                  1.064,                 1.4163,              0.0080695,              0.0080695,              0.0080695
                     41,                 1.4805,                0.89741,                 1.1276,                0.80555,                0.76735,                0.79479,                0.37058,                 1.8387,                0.99602,                   1.27,                0.00802,                0.00802,                0.00802
                     42,                  1.442,                0.85877,                 1.1259,                0.84012,                0.71309,                0.77153,                0.35785,                 1.9086,                 1.0314,                 1.3187,              0.0079705,              0.0079705,              0.0079705
                     43,                 1.4611,                0.86457,                 1.1281,                0.84982,                0.74807,                0.78462,                0.37561,                 1.7544,                0.99829,                 1.2511,               0.007921,               0.007921,               0.007921
                     44,                 1.4438,                0.86547,                 1.1449,                0.85566,                0.68492,                0.78262,                0.36676,                 1.8816,                 1.1058,                 1.3009,              0.0078715,              0.0078715,              0.0078715
                     45,                 1.4671,                0.86744,                  1.117,                0.87114,                0.77152,                0.82957,                0.41044,                 1.7308,                0.95022,                 1.2418,               0.007822,               0.007822,               0.007822
                     46,                 1.4319,                0.84322,                 1.1154,                0.89552,                0.73387,                0.81796,                0.40009,                 1.7724,                0.94505,                 1.2423,              0.0077725,              0.0077725,              0.0077725
                     47,                 1.4169,                 0.8249,                 1.1083,                 0.8859,                0.73733,                0.80786,                0.36102,                 1.8836,                0.96709,                 1.2995,               0.007723,               0.007723,               0.007723
                     48,                 1.3881,                0.82976,                 1.1004,                0.82488,                0.76152,                0.81158,                0.37773,                 1.8273,                 1.0424,                 1.2945,              0.0076735,              0.0076735,              0.0076735
                     49,                  1.428,                 0.8302,                 1.1116,                0.88244,                0.71098,                0.78272,                0.36874,                 1.8084,                 1.0597,                  1.272,               0.007624,               0.007624,               0.007624
                     50,                 1.4025,                0.81513,                 1.0936,                0.80384,                0.71614,                0.74999,                0.34975,                 1.9296,                0.98859,                 1.3392,              0.0075745,              0.0075745,              0.0075745
                     51,                  1.386,                0.78645,                 1.1024,                0.85327,                0.75352,                0.79027,                0.34823,                 1.9589,                 1.0087,                 1.3575,               0.007525,               0.007525,               0.007525
                     52,                  1.397,                0.80754,                 1.1038,                0.85674,                0.71171,                0.78621,                0.38086,                  1.867,                 1.0166,                  1.299,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.3938,                0.82405,                 1.1026,                0.87776,                0.74281,                0.78422,                0.36073,                 1.8668,                 1.0039,                 1.3097,               0.007426,               0.007426,               0.007426
                     54,                 1.3965,                0.82382,                  1.106,                0.81718,                0.75907,                0.81128,                0.39895,                 1.7546,                0.97997,                 1.2367,              0.0073765,              0.0073765,              0.0073765
                     55,                 1.3575,                0.79289,                 1.0917,                0.89351,                0.73726,                0.80072,                0.38207,                 1.7916,                0.97468,                 1.2669,               0.007327,               0.007327,               0.007327
                     56,                 1.3665,                0.78735,                 1.1029,                 0.7405,                0.73308,                0.75592,                0.34623,                 1.8879,                 1.1075,                 1.3083,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.3588,                0.79375,                 1.0951,                0.84589,                0.72976,                0.78276,                0.36064,                  1.914,                0.98364,                 1.3389,               0.007228,               0.007228,               0.007228
                     58,                 1.3521,                0.78397,                 1.0804,                0.88195,                 0.7083,                0.79958,                0.37976,                 1.8483,                0.97395,                 1.2812,              0.0071785,              0.0071785,              0.0071785
                     59,                 1.3518,                 0.7669,                 1.0946,                0.89075,                0.72812,                0.80661,                0.37126,                 1.8909,                0.94212,                 1.3159,               0.007129,               0.007129,               0.007129
                     60,                 1.3651,                 0.7651,                 1.0721,                0.82673,                0.78204,                0.81647,                0.37111,                 1.8484,                0.94743,                 1.2923,              0.0070795,              0.0070795,              0.0070795
                     61,                 1.3482,                0.77541,                 1.0728,                0.86625,                0.76477,                0.82701,                 0.3925,                 1.8153,                0.95294,                 1.2695,                0.00703,                0.00703,                0.00703
                     62,                 1.3396,                0.75739,                 1.0881,                0.88007,                0.74467,                0.82426,                0.37944,                 1.8415,                0.98956,                 1.2871,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.3269,                0.76083,                 1.0772,                0.87468,                0.69299,                 0.7918,                0.38477,                 1.7983,                0.99131,                 1.2584,               0.006931,               0.006931,               0.006931
                     64,                 1.3571,                0.76228,                 1.0733,                 0.8302,                 0.7514,                0.81161,                0.39625,                 1.7869,                0.96743,                 1.2736,              0.0068815,              0.0068815,              0.0068815
                     65,                 1.3176,                0.73619,                  1.057,                0.87578,                0.72659,                0.80298,                0.37636,                 1.8515,                0.95558,                  1.306,               0.006832,               0.006832,               0.006832
                     66,                 1.2921,                0.76526,                 1.0486,                0.86915,                0.74915,                0.80895,                 0.3959,                 1.8104,                0.95868,                 1.2877,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.2759,                0.72198,                 1.0669,                0.87509,                0.73818,                0.79936,                0.38988,                 1.8128,                 1.0044,                 1.2761,               0.006733,               0.006733,               0.006733
                     68,                 1.2779,                0.72317,                 1.0642,                 0.8751,                0.72698,                0.79352,                0.37389,                 1.8547,                0.97932,                 1.3286,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.2712,                0.73325,                 1.0498,                0.89508,                0.70608,                0.81634,                0.37145,                 1.8689,                 0.9665,                 1.3111,               0.006634,               0.006634,               0.006634
                     70,                 1.2996,                0.74996,                 1.0784,                0.87073,                0.74106,                0.82562,                0.38422,                  1.839,                0.96152,                 1.2922,              0.0065845,              0.0065845,              0.0065845
                     71,                 1.3031,                0.71624,                 1.0785,                0.85128,                0.73408,                0.79848,                0.35815,                 1.9349,                 1.0038,                 1.3558,               0.006535,               0.006535,               0.006535
                     72,                 1.2986,                0.72401,                 1.0466,                 0.8459,                0.75396,                0.80454,                0.39126,                 1.8061,                0.97254,                 1.2763,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.2415,                0.71141,                 1.0423,                0.87291,                0.73693,                0.81716,                0.39992,                 1.7607,                0.94878,                 1.2567,               0.006436,               0.006436,               0.006436
                     74,                 1.2456,                0.68641,                 1.0462,                0.88645,                0.76514,                0.85746,                0.42117,                 1.7316,                0.93948,                 1.2409,              0.0063865,              0.0063865,              0.0063865
                     75,                  1.238,                0.69817,                 1.0404,                0.88293,                 0.7511,                0.81736,                0.37546,                 1.8907,                0.96083,                 1.3591,               0.006337,               0.006337,               0.006337
                     76,                 1.2587,                0.68903,                 1.0625,                0.89885,                0.73273,                0.80321,                0.37179,                 1.9189,                 1.0174,                 1.3522,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.2527,                0.69953,                 1.0382,                0.90471,                0.75711,                0.84009,                0.40286,                 1.7734,                0.93355,                 1.2733,               0.006238,               0.006238,               0.006238
                     78,                 1.2347,                0.67988,                  1.033,                0.82865,                 0.7484,                0.79583,                0.36721,                 1.9042,                0.97219,                 1.3485,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.2422,                  0.704,                 1.0368,                0.89655,                0.76084,                0.83115,                 0.3925,                 1.8368,                0.91104,                 1.2884,               0.006139,               0.006139,               0.006139
                     80,                 1.2315,                 0.6751,                 1.0297,                0.86322,                 0.7718,                0.82606,                0.39661,                 1.8584,                0.92141,                 1.3304,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.2555,                 0.6727,                 1.0374,                0.87904,                0.76557,                0.82847,                0.38824,                 1.8308,                0.92341,                 1.3096,                0.00604,                0.00604,                0.00604
                     82,                 1.2158,                0.68303,                 1.0133,                0.86598,                0.74692,                0.82675,                0.39841,                 1.7992,                0.89624,                 1.2963,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.1966,                 0.6605,                 1.0192,                0.83447,                0.74072,                0.79223,                0.36019,                 1.9169,                0.95798,                 1.3495,               0.005941,               0.005941,               0.005941
                     84,                 1.1861,                0.64988,                 1.0239,                0.86926,                0.75858,                 0.8126,                0.39285,                 1.8203,                0.89415,                 1.2933,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.1919,                0.64633,                 1.0172,                0.93086,                0.70268,                0.83059,                0.40455,                 1.7835,                0.93022,                 1.2797,               0.005842,               0.005842,               0.005842
                     86,                  1.184,                0.65218,                 1.0115,                0.89723,                0.70153,                0.81718,                0.38996,                 1.8218,                0.95107,                 1.2971,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.1686,                0.63207,                 1.0139,                0.85532,                0.74454,                0.82018,                0.40346,                  1.817,                 0.9229,                 1.3048,               0.005743,               0.005743,               0.005743
                     88,                 1.1758,                0.64011,                 1.0118,                0.80579,                0.79366,                0.82322,                0.39763,                 1.8202,                 0.9183,                 1.2932,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.1698,                0.64366,                 1.0003,                0.87794,                 0.7436,                0.82979,                 0.3815,                 1.9059,                0.95569,                  1.356,               0.005644,               0.005644,               0.005644
                     90,                 1.1289,                0.61321,                 1.0017,                0.83834,                0.79389,                0.83576,                0.40885,                 1.7819,                0.89332,                 1.2866,              0.0055945,              0.0055945,              0.0055945
                     91,                 1.1288,                0.62025,                0.99633,                 0.8849,                0.72845,                0.81033,                 0.3941,                 1.8337,                0.95388,                 1.3187,               0.005545,               0.005545,               0.005545
                     92,                   1.13,                0.62278,                0.98553,                0.89303,                0.76107,                0.82777,                0.39725,                  1.799,                 0.9074,                  1.303,              0.0054955,              0.0054955,              0.0054955
                     93,                  1.142,                 0.6292,                 0.9919,                0.89069,                0.74863,                0.83495,                 0.3846,                 1.8153,                0.89079,                  1.299,               0.005446,               0.005446,               0.005446
                     94,                 1.1522,                 0.6282,                0.98801,                0.89856,                 0.7487,                0.83423,                0.39113,                 1.8335,                0.94142,                 1.3249,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.1358,                0.61458,                 1.0022,                0.85218,                0.73971,                0.80462,                0.36231,                 1.8981,                0.95299,                 1.3518,               0.005347,               0.005347,               0.005347
                     96,                 1.1265,                0.63871,                  1.004,                0.88908,                0.74172,                0.80728,                0.38161,                  1.839,                0.91938,                 1.3201,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.1267,                0.62834,                0.99017,                0.92098,                0.71089,                0.80831,                0.38637,                 1.8227,                0.90653,                 1.3099,               0.005248,               0.005248,               0.005248
                     98,                 1.1031,                0.61175,                 0.9734,                0.88991,                0.75017,                0.82628,                0.40062,                 1.7785,                0.90917,                 1.2919,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.1123,                0.60018,                0.98991,                0.88511,                0.72749,                0.81199,                0.40151,                 1.8366,                0.98435,                 1.3299,               0.005149,               0.005149,               0.005149
                    100,                 1.1149,                0.60675,                0.98831,                0.86661,                 0.7372,                0.81794,                0.39017,                 1.8682,                0.93688,                 1.3425,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.0867,                0.59696,                0.98242,                0.84282,                0.75808,                 0.8093,                0.38646,                 1.8321,                0.92152,                 1.3171,                0.00505,                0.00505,                0.00505
                    102,                 1.1164,                0.58963,                0.99602,                0.88287,                0.73256,                 0.8194,                0.39884,                 1.7881,                0.89894,                 1.3041,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.0688,                0.59616,                0.98381,                0.85417,                0.76813,                0.81109,                0.37802,                 1.8814,                0.90189,                 1.3518,               0.004951,               0.004951,               0.004951
                    104,                 1.1064,                0.61748,                 0.9794,                0.84807,                0.75871,                0.81359,                0.37847,                 1.8694,                0.93996,                  1.348,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.0656,                0.59065,                0.95413,                0.87099,                0.71613,                0.81049,                0.40167,                 1.8413,                0.91939,                 1.3351,               0.004852,               0.004852,               0.004852
                    106,                 1.0448,                 0.5728,                0.96451,                0.89936,                0.70297,                0.80561,                0.39543,                 1.8668,                0.97773,                 1.3543,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.0505,                0.58727,                0.97865,                0.85851,                0.74692,                0.82013,                0.39135,                 1.8834,                0.90988,                 1.3585,               0.004753,               0.004753,               0.004753
                    108,                 1.0643,                0.57615,                0.97628,                0.88432,                0.72872,                0.81862,                0.38695,                 1.8715,                0.94494,                 1.3494,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.0456,                0.58623,                0.96699,                0.88701,                0.73581,                0.82577,                0.41586,                 1.7826,                0.93884,                  1.296,               0.004654,               0.004654,               0.004654
                    110,                 1.0558,                0.57506,                0.96433,                0.86366,                0.74655,                0.81971,                0.39631,                 1.8178,                0.90123,                 1.3186,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.0603,                0.56851,                  0.963,                0.85187,                0.78827,                0.83522,                0.40306,                 1.7934,                0.87281,                 1.3084,               0.004555,               0.004555,               0.004555
                    112,                 1.0517,                0.58135,                0.95858,                 0.9133,                0.68852,                 0.8087,                0.37434,                 1.9269,                0.93982,                 1.3918,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.0656,                0.59085,                0.97796,                0.83995,                0.76732,                0.82899,                0.39688,                 1.8352,                0.91822,                 1.3353,               0.004456,               0.004456,               0.004456
                    114,                 1.0205,                0.56272,                0.95068,                0.87141,                0.73356,                0.81243,                0.40398,                 1.8145,                0.93461,                 1.3241,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.0104,                0.55455,                0.95438,                0.88576,                0.72188,                0.81446,                 0.3934,                  1.818,                0.93756,                 1.3452,               0.004357,               0.004357,               0.004357
                    116,                 1.0149,                0.57013,                 0.9608,                0.88271,                0.72955,                 0.8345,                0.39461,                 1.8507,                 0.9227,                 1.3618,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.0287,                0.56264,                0.95579,                0.84531,                0.77783,                 0.8232,                0.40583,                 1.8405,                0.90176,                 1.3657,               0.004258,               0.004258,               0.004258
                    118,                0.99067,                0.54021,                0.95527,                0.95037,                0.71096,                0.82528,                0.40071,                 1.8762,                0.91561,                 1.3725,              0.0042085,              0.0042085,              0.0042085
                    119,                0.98826,                0.53731,                0.95775,                0.92452,                0.70817,                0.81729,                0.39101,                 1.8318,                0.92109,                 1.3551,               0.004159,               0.004159,               0.004159
                    120,                 1.0292,                0.56392,                0.95227,                0.86683,                0.71145,                0.79175,                0.39208,                 1.8213,                0.91659,                  1.329,              0.0041095,              0.0041095,              0.0041095
                    121,                0.97074,                0.53713,                 0.9656,                0.94096,                0.71047,                0.82807,                0.41405,                  1.794,                0.90318,                 1.3294,                0.00406,                0.00406,                0.00406
                    122,                 1.0078,                0.55106,                0.95048,                0.89731,                0.74454,                0.82774,                0.38371,                 1.8722,                0.90523,                 1.3661,              0.0040105,              0.0040105,              0.0040105
                    123,                0.99352,                0.53225,                0.95226,                0.88774,                0.74425,                0.82904,                0.39781,                  1.825,                0.93444,                 1.3398,               0.003961,               0.003961,               0.003961
                    124,                0.95186,                0.52413,                0.94174,                0.92676,                0.70204,                0.80801,                0.39788,                 1.7908,                0.95015,                 1.3307,              0.0039115,              0.0039115,              0.0039115
                    125,                0.97264,                0.55101,                0.93811,                0.90118,                0.75329,                0.84496,                 0.4097,                  1.808,                0.87725,                 1.3242,               0.003862,               0.003862,               0.003862
                    126,                0.94578,                0.52432,                0.93591,                0.91489,                0.75014,                0.84623,                0.41553,                 1.7834,                0.91056,                 1.3185,              0.0038125,              0.0038125,              0.0038125
                    127,                0.97809,                 0.5376,                0.94045,                0.86505,                0.75182,                0.82423,                0.40402,                  1.794,                0.96828,                 1.3201,               0.003763,               0.003763,               0.003763
                    128,                0.97615,                0.53568,                0.95277,                0.93302,                0.72773,                0.83868,                0.40513,                 1.8373,                0.89844,                 1.3431,              0.0037135,              0.0037135,              0.0037135
                    129,                0.95126,                0.52843,                0.92184,                0.87823,                0.74892,                0.82158,                0.39765,                 1.8346,                0.90399,                 1.3466,               0.003664,               0.003664,               0.003664
                    130,                0.94922,                0.52075,                0.92382,                0.85276,                0.73773,                0.82246,                0.39622,                 1.8333,                0.94136,                 1.3466,              0.0036145,              0.0036145,              0.0036145
                    131,                0.95852,                0.53489,                0.94055,                0.90158,                0.74847,                0.84224,                0.42128,                 1.7737,                0.87571,                 1.3225,               0.003565,               0.003565,               0.003565
                    132,                0.94261,                0.53006,                0.93849,                0.89529,                 0.7262,                0.83123,                   0.41,                 1.7952,                0.85587,                 1.3297,              0.0035155,              0.0035155,              0.0035155
                    133,                0.93668,                 0.5066,                0.92671,                0.87312,                0.76387,                0.83302,                 0.4018,                 1.8632,                0.89166,                 1.3758,               0.003466,               0.003466,               0.003466
                    134,                0.94255,                0.52905,                0.93121,                0.85448,                0.78651,                 0.8412,                0.41697,                 1.7941,                0.87679,                 1.3418,              0.0034165,              0.0034165,              0.0034165
                    135,                0.92017,                0.50477,                0.92845,                0.87209,                0.77686,                0.84208,                0.41932,                 1.7955,                0.89485,                 1.3273,               0.003367,               0.003367,               0.003367
                    136,                0.93786,                0.51015,                0.92406,                0.85318,                0.76104,                0.82937,                0.40334,                 1.8283,                0.93633,                 1.3487,              0.0033175,              0.0033175,              0.0033175
                    137,                0.92841,                0.50472,                0.93106,                0.89202,                0.75528,                0.84119,                0.40307,                 1.8602,                0.92196,                 1.3677,               0.003268,               0.003268,               0.003268
                    138,                0.89507,                0.49609,                0.92011,                0.89899,                0.71894,                0.82935,                0.40534,                 1.8587,                0.94439,                 1.3553,              0.0032185,              0.0032185,              0.0032185
                    139,                0.92586,                0.50156,                0.93181,                0.87732,                0.75801,                0.83772,                0.40682,                 1.8491,                0.93278,                 1.3601,               0.003169,               0.003169,               0.003169
                    140,                0.90952,                0.49924,                0.92157,                0.93585,                0.73528,                 0.8505,                0.41329,                 1.8075,                0.92483,                 1.3409,              0.0031195,              0.0031195,              0.0031195
                    141,                0.92101,                0.51069,                0.91364,                0.88075,                0.77891,                0.84285,                 0.4184,                 1.8119,                0.90667,                 1.3562,                0.00307,                0.00307,                0.00307
                    142,                0.91615,                 0.5096,                0.91139,                0.90866,                0.75119,                0.84179,                0.41073,                 1.8019,                0.91805,                 1.3444,              0.0030205,              0.0030205,              0.0030205
                    143,                0.89491,                0.50502,                0.91487,                0.92236,                0.75108,                0.84725,                0.41247,                 1.8178,                0.91479,                 1.3517,               0.002971,               0.002971,               0.002971
                    144,                0.87074,                 0.4885,                0.90909,                0.86781,                0.77459,                0.83845,                0.39918,                 1.8509,                0.89562,                 1.3707,              0.0029215,              0.0029215,              0.0029215
                    145,                0.90409,                0.49734,                0.92085,                0.84601,                0.77721,                0.83767,                0.42306,                 1.7937,                0.90785,                 1.3556,               0.002872,               0.002872,               0.002872
                    146,                0.87485,                0.48161,                0.92567,                0.92436,                0.72363,                0.83482,                0.42046,                 1.8313,                0.94212,                 1.3619,              0.0028225,              0.0028225,              0.0028225
                    147,                 0.8807,                0.48396,                0.91048,                0.87129,                0.76171,                0.83107,                 0.4041,                 1.8638,                0.95301,                 1.3726,               0.002773,               0.002773,               0.002773
                    148,                0.89329,                 0.4927,                0.91561,                0.91372,                 0.7567,                0.83388,                0.40204,                  1.856,                0.92203,                 1.3683,              0.0027235,              0.0027235,              0.0027235
                    149,                0.87834,                0.48554,                0.91173,                0.85654,                0.77053,                0.83883,                0.41468,                 1.8034,                0.92793,                 1.3404,               0.002674,               0.002674,               0.002674
                    150,                0.87726,                0.49215,                0.91425,                0.87458,                0.77139,                 0.8366,                0.41654,                 1.8149,                0.90624,                 1.3508,              0.0026245,              0.0026245,              0.0026245
                    151,                0.85248,                0.47527,                0.90713,                0.91537,                0.77735,                 0.8489,                 0.4293,                 1.7823,                0.90986,                 1.3351,               0.002575,               0.002575,               0.002575
                    152,                0.86843,                0.49506,                0.90566,                0.89011,                 0.7847,                0.83852,                0.41048,                 1.8318,                0.89968,                 1.3688,              0.0025255,              0.0025255,              0.0025255
                    153,                0.85191,                0.47982,                0.90547,                0.88567,                0.75857,                0.83773,                0.41647,                 1.7993,                0.89928,                 1.3438,               0.002476,               0.002476,               0.002476
                    154,                 0.8604,                0.48048,                0.90034,                0.91807,                0.73555,                0.83478,                0.41963,                 1.7904,                0.91672,                 1.3471,              0.0024265,              0.0024265,              0.0024265
                    155,                0.87087,                0.47543,                 0.9158,                0.91862,                0.74086,                0.83526,                 0.4181,                  1.791,                0.91938,                  1.347,               0.002377,               0.002377,               0.002377
                    156,                  0.849,                0.47028,                0.90501,                0.92619,                0.75256,                0.83428,                0.42937,                 1.7467,                0.88781,                 1.3185,              0.0023275,              0.0023275,              0.0023275
