2024-05-15 05:43:28,629 INFO    Thread-32 (_run_job):3444 [wandb_setup.py:_flush():76] Current SDK version is 0.16.5
2024-05-15 05:43:28,630 INFO    Thread-32 (_run_job):3444 [wandb_setup.py:_flush():76] Configure stats pid to 3444
2024-05-15 05:43:28,630 INFO    Thread-32 (_run_job):3444 [wandb_setup.py:_flush():76] Loading settings from C:\Users\alexs\.config\wandb\settings
2024-05-15 05:43:28,630 INFO    Thread-32 (_run_job):3444 [wandb_setup.py:_flush():76] Loading settings from D:\Faculty materials\BACHELORS-THESIS\TSR-CNN3\wandb\settings
2024-05-15 05:43:28,630 INFO    Thread-32 (_run_job):3444 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'TSRNet3New', 'entity': 'viorel-alexandraa', 'root_dir': 'D:\\Faculty materials\\BACHELORS-THESIS\\TSR-CNN3', 'run_id': 'erpxfeig', 'sweep_param_path': 'D:\\Faculty materials\\BACHELORS-THESIS\\TSR-CNN3\\wandb\\sweep-8zpweps3\\config-erpxfeig.yaml', 'sweep_id': '8zpweps3'}
2024-05-15 05:43:28,630 INFO    Thread-32 (_run_job):3444 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-05-15 05:43:28,630 INFO    Thread-32 (_run_job):3444 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'TSR-CNN3\\train.py', 'program_abspath': 'D:\\Faculty materials\\BACHELORS-THESIS\\TSR-CNN3\\train.py', 'program': 'D:\\Faculty materials\\BACHELORS-THESIS\\TSR-CNN3\\train.py'}
2024-05-15 05:43:28,630 INFO    Thread-32 (_run_job):3444 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-05-15 05:43:28,630 INFO    Thread-32 (_run_job):3444 [wandb_init.py:_log_setup():527] Logging user logs to D:\Faculty materials\BACHELORS-THESIS\TSR-CNN3\wandb\run-20240515_054328-erpxfeig\logs\debug.log
2024-05-15 05:43:28,630 INFO    Thread-32 (_run_job):3444 [wandb_init.py:_log_setup():528] Logging internal logs to D:\Faculty materials\BACHELORS-THESIS\TSR-CNN3\wandb\run-20240515_054328-erpxfeig\logs\debug-internal.log
2024-05-15 05:43:28,631 INFO    Thread-32 (_run_job):3444 [wandb_init.py:init():567] calling init triggers
2024-05-15 05:43:28,631 INFO    Thread-32 (_run_job):3444 [wandb_init.py:init():574] wandb.init called with sweep_config: {'batch_size': 32, 'drop': 0.2, 'epochs': 50, 'f1': 24, 'f2': 32, 'f3': 48, 'fc_layer_size': 1024, 'k': 3, 'learning_rate': 0.001}
config: {}
2024-05-15 05:43:28,631 INFO    Thread-32 (_run_job):3444 [wandb_init.py:init():617] starting backend
2024-05-15 05:43:28,631 INFO    Thread-32 (_run_job):3444 [wandb_init.py:init():621] setting up manager
2024-05-15 05:43:28,638 INFO    Thread-32 (_run_job):3444 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2024-05-15 05:43:28,639 INFO    Thread-32 (_run_job):3444 [wandb_init.py:init():629] backend started and connected
2024-05-15 05:43:28,653 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_config_callback():1347] config_cb None None {'batch_size': 32, 'drop': 0.2, 'epochs': 50, 'f1': 24, 'f2': 32, 'f3': 48, 'fc_layer_size': 1024, 'k': 3, 'learning_rate': 0.001}
2024-05-15 05:43:28,655 INFO    Thread-32 (_run_job):3444 [wandb_init.py:init():721] updated telemetry
2024-05-15 05:43:28,696 INFO    Thread-32 (_run_job):3444 [wandb_init.py:init():754] communicating run to backend with 90.0 second timeout
2024-05-15 05:43:29,204 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_on_init():2344] communicating current version
2024-05-15 05:43:29,403 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_on_init():2353] got version response upgrade_message: "wandb version 0.17.0 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2024-05-15 05:43:29,403 INFO    Thread-32 (_run_job):3444 [wandb_init.py:init():805] starting run threads in backend
2024-05-15 05:43:31,127 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_console_start():2323] atexit reg
2024-05-15 05:43:31,127 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_redirect():2178] redirect: wrap_raw
2024-05-15 05:43:31,127 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_redirect():2243] Wrapping output streams.
2024-05-15 05:43:31,127 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_redirect():2268] Redirects installed.
2024-05-15 05:43:31,128 INFO    Thread-32 (_run_job):3444 [wandb_init.py:init():848] run started, returning control to user process
2024-05-15 05:46:47,352 INFO    Thread-32 (_run_job):3444 [wandb_config.py:__setitem__():151] config set architecture_name = TSR-CNN3New - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000248F6AEA2F0>>
2024-05-15 05:46:47,353 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_config_callback():1347] config_cb architecture_name TSR-CNN3New None
2024-05-15 05:46:47,353 INFO    Thread-32 (_run_job):3444 [wandb_config.py:__setitem__():151] config set dataset_name = GermanAndBelgianTS - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000248F6AEA2F0>>
2024-05-15 05:46:47,353 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_config_callback():1347] config_cb dataset_name GermanAndBelgianTS None
2024-05-15 05:46:47,353 INFO    Thread-32 (_run_job):3444 [wandb_config.py:__setitem__():151] config set optimizer = SGD - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000248F6AEA2F0>>
2024-05-15 05:46:47,353 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_config_callback():1347] config_cb optimizer SGD None
2024-05-15 07:52:57,729 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_finish():2052] finishing run viorel-alexandraa/TSRNet3New/erpxfeig
2024-05-15 07:52:57,729 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_atexit_cleanup():2292] got exitcode: 0
2024-05-15 07:52:57,729 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_restore():2275] restore
2024-05-15 07:52:57,730 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_restore():2281] restore done
2024-05-15 07:53:03,822 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_footer_history_summary_info():3920] rendering history
2024-05-15 07:53:03,823 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_footer_history_summary_info():3952] rendering summary
2024-05-15 07:53:03,830 INFO    Thread-32 (_run_job):3444 [wandb_run.py:_footer_sync_info():3879] logging synced files
